Marca temporal,Nombre de usuario,🥦🥕 Bolsón de verduras verdes agroecológicas (5 kg aprox) con variedades de estación - Productores de Escobar - $630,"🥔🧅 Bolsón de Pesadas agroecológicas (5kg aprox.) Variedades: Papá, cebolla, batata, anco, cabutia - $355",🥦🥔 COMBO Bolsón de verduras verdes agroecológicas (5 kg aprox) + Bolsón de Pesadas agroecológicas (5kg aprox.) - $900,☀️🍊 COMBO Cítrico de Verano - 2kg Naranja - 1kg Limón - 1kg Pomelo o mandarina - $435,🌽 Choclo agroecológico - Escobar - $60 por unidad,🥑Palta agroecológica de Finca Ecotipa - Tucumán (500 gr.) - $240,🍅 Tomate perita agroecológico de Mendoza (1 kg.) - $205,🥒 Morrón verde agroecológico de Luján (500 gr.) - $100,Uva Red Glove - Aprosur - Mendoza (500gr) -  $ 115,🍆 Berenjena agroecológica de Escobar (1 kg.) - $150,🧄 Ajo agroecológico de UST - Mendoza (100 gr.) - $40,🍊 Ciruela agroecológico de Mendoza( 500 gr.) - $200,🍎 Manzana roja agroecológica Coop Río Colorado - Río Negro ( 1kg.) - $190,🍋 Limón agroecológico de Finca Ecotipa - Tucumán (1 kg) - $100,🍐 Pera agroecológica de Coop. Río Colorado - Río Negro (1 kg) - $185,🥚 Huevos de campo de Tres Arroyos (docena.) - $270,🥜 Maní con cascara de Salta (500 gm) - $210,"Yerba mate ""Las Tunas"" 1Kg - $640","Yerba Mate ""Grapia Milenaria"" 1Kg - $680",Azúcar Mascabo Agroecológica 1Kg - $265,"Mermelada de naranja ""Dulce Huayna"" 360gr - $490","Mermelada Otoñal ""Dulce Huayna"" 360gr - $490","Harina de Trigo Integral Agroecológica ""Naturaleza Viva"" 1K - $150","Tomate Triturado sin piel Agroecológico ""Manos del Pueblo"" 450cc - $280","Aceite de Girasol puro ""El Cortijo"" 900ml - $370","Aceitunas Verdes orgánicas ""San Nicolas"" 500g - $520","Promoción 1° - viandas cinco almuerzos: Tarta individual de acelga, cebolla caramelizada y queso - Tarta individual de calabaza, ricota y nuez - Musaka/Lasagña de berenjenas - Canelones de acelga con salsa bologñesa - Pastel de papa - $1900","Promoción 2° - viandas vegetariana cinco almuerzos: Tarta de calabaza, zanahoria y cebollas asadas - Tarta de acelga y cebolla caramelizada - Canelones de acelga y ricota con salsa blanca y fileto - Porcion de knishes - Porción buñuelos de acelga - $1800"," Gran picada del Abasto CARNE: Bastoncitos de muzza, bastoncitos de pollo, albóndigas de carne, buñuelos de acelga, Hummus c/ pimentón ahumado, Berenjenas al escabeche, Aceitunas condimentadas, Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1600"," Gran picada del Abasto VEGGIE: Bastoncitos de muzza, falafel, buñuelos de acelga, knishes receta tradicional, hummus c/ pimentón ahumado, berenjenas al escabeche, aceitunas condimentadas. Salsitas: alioli, y salsa picante + 2 panes estilo campo - $1500",3 Empanadas de Osobuco Braseado - $330,3 Empanadas de Bondiola a la cerveza negra - $330,"3 Empanadas de champiñón, queso, puerro y cebolla - $330",3 Empanadas de queso y cebolla - $330,"Tarta de calabaza, zanahoria y cebolla asadas - $380",Tarta de acelga y cebolla caramelizada - $380,Musaka / Lasagña de Berenjenas. Cuenta con distintos cortes de carne vacuna - $440,Pastel de papa - $440,Canelones de acelga y ricota con salsa blanca y fileto - $420,Canelones de acelga con salsa bologñesa -  $420,Buñuelos de acelga - $380,3 knishes de papa y cebolla - $360,Bolsa PAC - $150,🍊 Naranja agroecológica de Finca Don Luis - Entre Ríos ( 1kg.) - $120,🍑 Durazno agroecológico de Approsur - Mendoza ( 1kg.) - $350,Morrón rojo agroecológico de Luján (500 gr.) - $ 120,🟢 Zapallito redondo agroecológico de Productores de Escobar (1 kg.) - $125,"Mermelada de Frutilla ""Crece desde el Pie"" Agroecológica 360gr - $430",🍅 Tomate cherry orgánico de San Nicolas (500 gr.) - $155,🍊 Mandarina agroecológico de Finca Don Luis - Entre Ríos (1 kg) - $100,🍓 Frutillas agroecológicas de Productores de Escobar (600 gr.) - $290,🍌 Banana orgánica de Finca La Lucrecia - Jujuy ( 1kg.) - $230,12 Cookies de chocolate - $450,12 Cookies de maní con chips de chocolate - $450,Cuadraditos de Brownie y nuez - $300,Budín de limón con arándanos (250gr) - $300,Budín de naranja con jengibre (250gr) - $300,Caja de 6 rolls de canela $500,Arroz yamani Hebrasol 1Kg - $210,Coco rallado Hebrasol 1Kg - $580,Fécula de mandioca Hebrasol 1Kg - $158,Poroto colorado Hebrasol 1Kg - $270,🥭 Mango agroecológico de Finca Ecotipa - Tucumán ( 1kg.) - $175,🔵 Arándanos agroecológicos de Finca Ecotipa - Tucumán (250 gr.) - $220,Miel natural Mercado del Abasto 500gr - $450,🎋 Jengibre agroecológico de Batter - Misiones (100 gr.) - $65,"Aceite de Oliva ""La Riojana"" Extra Virgen Orgánico 500cc - $600","Tomate Triturados sin piel Agroecológico ""Manos del Pueblo"" 970g - $265",¿Como retirás?,Barrio,🏠¿Dónde querés retirar el pedido? 
2021/06/09 10:50:34 a. m. GMT-3,129,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 10:55:50 a. m. GMT-3,101,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 10:57:09 a. m. GMT-3,150,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/09 10:57:33 a. m. GMT-3,20,1.0,1.0,,,,0.0,,,,,,,0.0,1.0,,0.0,0.0,1.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 11:01:39 a. m. GMT-3,94,1.0,0.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 11:12:16 a. m. GMT-3,42,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/09 11:31:13 a. m. GMT-3,151,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 12:00:32 p. m. GMT-3,46,0.0,1.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/09 12:09:05 p. m. GMT-3,44,0.0,0.0,,,,2.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,,,,,,1.0,,,,,,,,,,,,0.0,,,0.0,,,,1.0,0.0,0.0,1.0,,,,1.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 12:38:46 p. m. GMT-3,152,1.0,0.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 12:41:53 p. m. GMT-3,34,1.0,1.0,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 1:44:06 p. m. GMT-3,131,0.0,1.0,,,,2.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,,1.0,0.0,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,,,,1.0,,,,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/09 2:43:34 p. m. GMT-3,153,0.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 3:24:28 p. m. GMT-3,154,1.0,1.0,,,,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/09 4:41:12 p. m. GMT-3,70,1.0,0.0,,,,0.0,,,,,,,2.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0.0,,,,,,,,,2.0,,,0.0,,,,1.0,0.0,0.0,0.0,,,,1.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/09 5:48:51 p. m. GMT-3,18,0.0,0.0,,,,3.0,,,,,,,1.0,,,1.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/09 7:31:16 p. m. GMT-3,138,0.0,1.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/09 9:57:13 p. m. GMT-3,155,1.0,0.0,,,,1.0,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/10 8:38:14 a. m. GMT-3,86,1.0,0.0,,,,1.0,,,,,,,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/10 12:07:16 p. m. GMT-3,54,1.0,0.0,,,,1.0,,,,,,,,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/10 12:57:30 p. m. GMT-3,156,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/10 1:20:02 p. m. GMT-3,157,1.0,0.0,,,,1.0,,,,,,,1.0,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/10 1:53:22 p. m. GMT-3,96,1.0,1.0,,,,1.0,,,,,,,1.0,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Chacarita,
2021/06/10 4:29:57 p. m. GMT-3,10,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/10 4:54:59 p. m. GMT-3,158,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Belgrano,
2021/06/10 5:59:17 p. m. GMT-3,159,1.0,1.0,,,,,,,,,,,,1.0,,1.0,,,,,,,,1.0,1.0,,0.0,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/10 7:20:07 p. m. GMT-3,79,1.0,1.0,,,,0.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,,0.0,,1.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/10 8:19:42 p. m. GMT-3,64,1.0,0.0,,,,0.0,,,,,,,1.0,0.0,,,1.0,1.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/10 10:46:29 p. m. GMT-3,160,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/10 11:30:32 p. m. GMT-3,75,1.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,1.0,0.0,0.0,1.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/11 4:23:17 a. m. GMT-3,76,1.0,1.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/11 8:18:39 a. m. GMT-3,161,1.0,0.0,,,,,,,,,,,,0.0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/11 12:29:20 p. m. GMT-3,162,1.0,1.0,,,,,,,,,,,,0.0,,,1.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 11:44:55 a. m. GMT-3,0,1.0,1.0,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 11:58:57 a. m. GMT-3,90,0.0,0.0,,,,1.0,,,,,,,1.0,1.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 12:11:00 p. m. GMT-3,99,0.0,0.0,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 12:28:20 p. m. GMT-3,138,1.0,1.0,,,,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 12:35:47 p. m. GMT-3,2,1.0,0.0,,,,1.0,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 12:39:27 p. m. GMT-3,155,1.0,0.0,,,,1.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 12:41:22 p. m. GMT-3,22,1.0,1.0,,,,1.0,,,,,,,0.0,0.0,,0.0,1.0,0.0,,0.0,,0.0,1.0,1.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,1.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 1:02:52 p. m. GMT-3,139,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Villa Crespo,
2021/06/22 1:22:21 p. m. GMT-3,163,0.0,1.0,,,,1.0,,,,,,,,1.0,,1.0,1.0,,,,,,,1.0,,,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 1:31:57 p. m. GMT-3,164,0.0,0.0,,,,2.0,,,,,,,0.0,0.0,,1.0,,0.0,,0.0,,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,,1.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/22 1:55:21 p. m. GMT-3,159,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,1.0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/22 2:08:01 p. m. GMT-3,101,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 2:17:32 p. m. GMT-3,108,1.0,1.0,,,,0.0,,,,,,,2.0,0.0,,3.0,0.0,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,2.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 2:20:54 p. m. GMT-3,165,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,1.0,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,,1.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 2:34:00 p. m. GMT-3,50,1.0,1.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,1.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/22 2:46:28 p. m. GMT-3,166,1.0,0.0,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/22 3:02:55 p. m. GMT-3,75,1.0,0.0,,,,1.0,,,,,,,1.0,1.0,,1.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Envío a domicilio (recargo de $250),Palermo,
2021/06/22 3:13:15 p. m. GMT-3,100,0.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 3:23:34 p. m. GMT-3,86,1.0,0.0,,,,0.0,,,,,,,1.0,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 4:10:44 p. m. GMT-3,1,1.0,1.0,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/22 4:34:49 p. m. GMT-3,115,1.0,0.0,,,,,,,,,,,1.0,0.0,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,1.0,,0.0,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/22 4:42:39 p. m. GMT-3,36,0.0,0.0,,,,0.0,,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 8:14:24 p. m. GMT-3,44,0.0,0.0,,,,0.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,1.0,0.0,0.0,1.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/22 10:24:43 p. m. GMT-3,167,1.0,1.0,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/23 9:40:29 a. m. GMT-3,168,1.0,0.0,,,,1.0,,,,,,,0.0,1.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,0.0,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/23 1:39:25 p. m. GMT-3,169,0.0,1.0,,,,1.0,,,,,,,0.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,0.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/23 5:47:49 p. m. GMT-3,53,1.0,0.0,,,,2.0,,,,,,,1.0,0.0,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/23 5:57:10 p. m. GMT-3,29,0.0,1.0,,,,,,,,,,,1.0,1.0,,0.0,0.0,,,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,,,,,,,,,1.0,,,0.0,,,,1.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,,,,,,,Voy al punto de entrega,,Villa Crespo (Mahatma Gandhi 373 de 11 a 13hs.)
2021/06/23 6:39:58 p. m. GMT-3,120,1.0,0.0,,,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Voy al punto de entrega,,Palermo (Charcas 4599 de 10.30 a 12.30hs.)
2021/06/23 7:55:21 p. m. GMT-3,161,0.0,1.0,,,,,,,,,,,2.0,,,1.0,,,,,,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,1.0,,,,,,,,,,Voy al punto de entrega,,Villa Urquiza (Blanco Encalada 4673 de 11:30 a 13:30 hs.)
2021/06/23 8:07:11 p. m. GMT-3,124,1.0,1.0,,,,1.0,,,,,,,1.0,0.0,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0,,2.0,,,,,,,,,,,,,,Envío a domicilio (recargo de $250),Villa Crespo,
